,name,latitude,longitude,avg_price
0,100 AM,1.27458821795426,103.84347073661,37.76973753405933
1,313@Somerset,1.30138510214714,103.837684350436,38.829859742655486
2,Aperia,1.31086672816827,103.863929573292,34.256369780827015
3,Balestier Hill Shopping Centre,1.32559594839311,103.842571612968,32.68750814513041
4,Bugis Cube,1.2981408343975,103.855635339249,37.590963574894275
5,Bugis Junction,1.29911287475873,103.855411173758,37.2421211217089
6,Bugis+,1.29960950187876,103.853118508952,37.22030847333152
7,Capitol Piazza,1.29307884763132,103.851261982149,37.992389805885665
8,Cathay Cineleisure Orchard,1.30152101873533,103.836429655016,39.14356809440256
9,Clarke Quay Central,1.2890359251805945,103.84668489906188,40.33659549622681
10,The Centrepoint,1.30145045537088,103.840034074858,37.518930318718844
11,City Square Mall,1.31139349427341,103.856487111691,34.24833941778965
12,City Gate Mall,1.302207994425911,103.86254538296342,35.747573014838004
13,CityLink Mall,1.2927777312893,103.854173501417,37.95046197762667
14,Duo,1.29916295967817,103.857859536947,36.828505758782256
15,Far East Plaza,1.30730468891062,103.833818438639,35.438675701374606
16,Funan,1.29161270605129,103.849478850252,39.16539129805606
17,Great World City,1.2934759620704,103.831975865363,36.70198922499846
18,HDB Hub,1.33201387005935,103.84984949662,32.03762530441557
19,Holland Village Shopping Mall,1.3101846266092043,103.79532002681438,37.182859834792836
20,ION Orchard,1.30397974144505,103.832032328465,38.02033005803422
21,Junction 8,1.35031600039774,103.848496645294,31.178361964270593
22,Knightsbridge,1.30310526043246,103.836202006497,38.28262132427332
23,Liat Towers,1.30508722710852,103.830722581168,38.84053110258178
24,Lucky Plaza,1.30448579105197,103.833941935117,38.57066705086724
25,Marina Bay Sands,1.28258336683978,103.860220223356,41.60221535234626
26,The Shoppes at Marina Bay Sands,1.28423496027027,103.85898228297,40.94801400495701
27,Marina Bay Link Mall,1.28003113385646,103.854284863268,41.43535170012059
28,Marina Square,1.2791142892786,103.851258617266,41.43535170012059
29,Millenia Walk,1.29267926922552,103.860302888543,37.709319348381506
30,Mustafa Shopping Centre,1.3099568726457462,103.85547874063452,34.548478069658685
31,Ngee Ann City,1.3022727300848,103.834899517575,39.01453558852156
32,Orchard Central,1.30083890839245,103.839434733899,38.52179250288016
33,Orchard Gateway,1.30160116957544,103.838868886519,38.02166002856895
34,Orchard Plaza,1.30502562565776,103.832957478209,39.53235975492784
