,name,latitude,longitude,avg_price
0,Admiralty Primary School,1.45403837499301,103.817436231731,24.852506505687906
1,Ahmad Ibrahim Primary School,1.43315271543517,103.832942401086,27.220388045367724
2,Ai Tong School,1.3605834338904,103.833020333986,29.810252929195293
3,Alexandra Primary School,1.29133439161334,103.824424680531,35.71023281681465
4,Anchor Green Primary School,1.39036998654612,103.887165375933,26.298937102253333
5,Anderson Primary School,1.38426429436736,103.841392081119,30.513804848001847
6,Anglo-Chinese School (Junior),1.30935041274966,103.840950265464,35.65304204006902
7,Anglo-Chinese School (Primary),1.31837054523521,103.835609732354,33.256167835343156
8,Angsana Primary School,1.34855287558648,103.951808105552,26.783810738966498
9,Ang Mo Kio Primary School,1.36558782075966,103.850957126982,30.287236585650994
10,Beacon Primary School,1.38394936211823,103.773632022975,24.686736508433647
11,Bedok Green Primary School,1.32344593287992,103.937878976352,30.11003121906237
12,Bendemeer Primary School,1.32181250780475,103.865404167629,32.537007041628385
13,Blangah Rise Primary School,1.27612047924037,103.808628535239,34.251833388514235
14,Boon Lay Garden Primary School,1.34317853793318,103.713280889452,26.681981388976816
15,Bukit Panjang Primary School,1.37362179302436,103.769374904025,24.803253552799397
16,Bukit Timah Primary School,1.3372995575169,103.766828720721,29.784697502720803
17,Bukit View Primary School,1.34586054788695,103.75366641455,28.53118375913425
18,Canberra Primary School,1.45125024371543,103.815858858929,24.701650254686108
19,Canossa Catholic Primary School,1.32664424544839,103.882227964852,32.46535821993873
20,Cantonment Primary School,1.27547252623201,103.839962631748,37.504401185451094
21,Casuarina Primary School,1.37246063927999,103.957020286115,23.969385225610882
22,Catholic High School (Primary),1.35438878373608,103.844210670766,30.833131342702874
23,Cedar Primary School,1.3355885014312,103.87562104944,32.00048836748049
24,Changkat Primary School,1.34023163951633,103.952080114035,27.25103669265831
25,CHIJ (Katong) Primary,1.30648535277087,103.911105620496,32.7226203517066
26,CHIJ (Kellock),1.275022722964,103.828157564896,36.00555575940951
27,CHIJ Our Lady of Good Counsel,1.35742952269615,103.864009397373,30.35551480694699
28,CHIJ Our Lady of the Nativity,1.37357409699145,103.897768958127,26.113247571091982
29,CHIJ Our Lady Queen of Peace,1.366603668561,103.767412204602,25.209020265184552
30,CHIJ Primary (Toa Payoh),1.33275264711587,103.841847263786,32.145400590124915
31,CHIJ St. Nicholas Girls' School (Primary Section),1.3739790471108462,103.83424002714132,30.03957793473297
32,Chongfu School,1.43839562897006,103.839309173817,27.616702023378856
33,Chongzheng Primary School,1.35070739237744,103.951399541868,26.501392950697316
34,Chua Chu Kang Primary School,1.37775890093367,103.741832917421,24.181158459913807
35,Clementi Primary School,1.31506321827875,103.763144493687,32.83073162568467
36,Compassvale Primary School,1.38376923022123,103.891354675017,25.94003765000836
37,Concord Primary School,1.38000806197242,103.736225440727,23.28051637409669
38,Coral Primary School,1.3679782603996944,103.95108733878556,25.33193129067462
39,Corporation Primary School,1.33820397704287,103.718089546664,27.197648769754444
40,Da Qiao Primary School,1.3719330834184311,103.85870045452788,29.66131754217464
41,Damai Primary School,1.33546106800406,103.921270169613,29.22525363092484
42,Dazhong Primary School,1.3591797447277,103.74847210784,28.408402097716948
43,De La Salle School,1.3947078296399,103.743201812831,22.63555516314162
44,East Coast Primary School,1.3293035651237786,103.92011952529232,29.661504283438276
45,East Spring Primary School,1.35268400746357,103.961676849165,26.072345225049133
46,East View Primary School,1.3468719784605487,103.93949008027488,27.689376225044086
47,Edgefield Primary School,1.40009139510996,103.907847599114,26.476402602433616
48,Elias Park Primary School,1.37451269377776,103.945128117139,24.293097002315335
49,Endeavour Primary School,1.45403837499301,103.817436231731,24.852506505687906
50,Evergreen Primary School,1.44415332824735,103.794577787757,23.47762658805338
51,Fairfield Methodist School (Primary),1.30100441916733,103.785455606827,36.3224429591582
52,Farrer Park Primary School,1.31236867681371,103.850766402965,34.52853429616699
53,Fengshan Primary School,1.32980598760785,103.931710293058,29.89167391293668
54,Fernvale Primary School,1.39030227963797,103.874445458032,26.312744484926338
