,name,latitude,longitude,avg_price
0,100 AM,1.27458821795426,103.84347073661,40.82980985533869
1,313@Somerset,1.30138510214714,103.837684350436,38.100972736015784
2,Aperia,1.31086672816827,103.863929573292,34.291892299695455
3,Balestier Hill Shopping Centre,1.32559594839311,103.842571612968,32.827125791842846
4,Bugis Cube,1.2981408343975,103.855635339249,36.952460351134526
5,Bugis Junction,1.29911287475873,103.855411173758,36.952460351134526
6,Bugis+,1.29960950187876,103.853118508952,36.952460351134526
7,Capitol Piazza,1.29307884763132,103.851261982149,40.22237658658955
8,Cathay Cineleisure Orchard,1.30152101873533,103.836429655016,27.35042735042735
9,Clarke Quay Central,1.2890359251805945,103.84668489906188,41.46921741507261
10,The Centrepoint,1.30145045537088,103.840034074858,38.90346401919538
11,City Square Mall,1.31139349427341,103.856487111691,34.93543177429915
12,City Gate Mall,1.302207994425911,103.86254538296342,37.17474682723287
13,CityLink Mall,1.2927777312893,103.854173501417,39.21145369240605
14,Duo,1.29916295967817,103.857859536947,36.952460351134526
15,Far East Plaza,1.30730468891062,103.833818438639,
16,Funan,1.29161270605129,103.849478850252,40.82444411365494
17,Great World City,1.2934759620704,103.831975865363,37.59704193932578
18,HDB Hub,1.33201387005935,103.84984949662,32.25920625732956
19,Holland Village Shopping Mall,1.3101846266092043,103.79532002681438,37.74863593809427
20,ION Orchard,1.30397974144505,103.832032328465,31.996336996336996
21,Junction 8,1.35031600039774,103.848496645294,31.293363970091296
22,Knightsbridge,1.30310526043246,103.836202006497,27.35042735042735
23,Liat Towers,1.30508722710852,103.830722581168,
24,Lucky Plaza,1.30448579105197,103.833941935117,
25,Marina Bay Sands,1.28258336683978,103.860220223356,
26,The Shoppes at Marina Bay Sands,1.28423496027027,103.85898228297,42.202295552367296
27,Marina Bay Link Mall,1.28003113385646,103.854284863268,43.26397607035768
28,Marina Square,1.2791142892786,103.851258617266,41.97501398855906
29,Millenia Walk,1.29267926922552,103.860302888543,38.27976166140885
30,Mustafa Shopping Centre,1.3099568726457462,103.85547874063452,35.08177846057869
31,Ngee Ann City,1.3022727300848,103.834899517575,34.19485281908964
32,Orchard Central,1.30083890839245,103.839434733899,39.2693797266968
33,Orchard Gateway,1.30160116957544,103.838868886519,38.31345816911747
34,Orchard Plaza,1.30502562565776,103.832957478209,
35,Midpoint Orchard,1.30177313264942,103.838659652851,38.255900095839124
36,Palais Renaissance,1.30665484543191,103.829588045188,
37,People's Park Centre,1.2848558843058,103.842599920236,40.66101441504567
38,People's Park Complex,1.28404487854559,103.842590753293,40.37718924983987
39,Plaza Singapura,1.30082071769235,103.845067272938,37.07941455541904
40,PoMo,1.3002407897925934,103.84930533481248,37.34446198716764
41,Raffles City,1.29350132535558,103.857307495824,37.81924543329556
42,Scotts Square,1.30579942993543,103.833074706219,
43,Shaw House and Centre,1.3062196637219736,103.83189894878696,
44,Sim Lim Square,1.30290658774258,103.853031869482,36.63126731478017
45,Singapore Shopping Centre,1.28649701803051,103.844628721032,40.62749610159682
46,The South Beach,1.29498804392056,103.856276242094,37.12392088259685
47,Square 2,1.35626119024624,103.703739465337,26.24514579659402
