,code,name,opening_year,latitude,longitude,avg_price
0,,Brickland,2030,1.3697,103.7479,26.019477893889814
1,,Sungei Kadut,2030,1.4133,103.7488,22.376214460782784
2,,Punggol Coast,2024,1.41528,103.91111,28.862053031196933
3,,Bukit Brown,TBA,1.333639,103.830075,33.66651113623468
4,,Keppel,2026,1.2701,103.831,36.440865084154446
5,,Cantonment,2026,1.272814,103.836659,36.87686078683465
6,,Prince Edward Road,2026,1.273254,103.847298,40.439783450964896
7,,Sungei Kadut,2030,1.4133,103.7488,22.376214460782784
8,,Hume,2025,1.35465,103.76904,27.909358440720176
9,,Xilin,2025,1.3289,103.9649,25.272746831489233
10,,Sungei Bedok,2025,1.32031,103.95709,30.25224313862045
11,,Mount Pleasant,TBA,1.3287,103.8356,33.578458694748264
12,,Marina South,TBA,1.2739,103.863,
13,,Founders,2027,1.2912,103.869229,36.19788420590831
14,,Tanjong Rhu,2024,1.29726,103.87345,34.572964022171014
15,,Katong Park,2024,1.297825,103.885331,33.09261839323213
16,,Tanjong Katong,2024,1.2992,103.89769,33.37299718092949
17,,Marine Parade,2024,1.3026301,103.9049619,32.89658599905024
18,,Marine Terrace,2024,1.305985,103.913332,32.7482747842486
19,,Siglap,2024,1.30977,103.928967,30.668331410289444
20,,Bayshore,2024,1.314712,103.943717,30.37362280882488
21,,Bedok South,2025,1.3240389,103.9300361,29.915344710877996
22,,Sungei Bedok,2025,1.32031,103.95709,30.25224313862045
23,,Changi Airport Terminal 5,2040,1.3573722,103.9888361,
24,,Changi Airport,2040,1.3573722,103.9888361,
25,,Expo,2040,1.33528,103.96194,25.910703606497382
26,,Tanah Merah,2040,1.3273583,103.9463444,29.669543939144038
27,,Choa Chu Kang,2027,1.385092,103.744322,23.43974051423788
28,,Choa Chu Kang West,2027,1.385092,103.744322,23.43974051423788
29,,Tengah,2027,1.36633,103.73007,26.097990545890383
30,,Hong Kah,2027,1.35795,103.72586,27.978728032939046
31,,Corporation,2027,1.352948,103.71393,26.83202404738751
32,,Jurong West,2027,1.34919,103.70831,26.470214704598042
33,,Bahar Junction,2027,1.3454222,103.7025417,26.46206195474775
34,,Boon Lay,2027,1.3388833,103.7062083,26.43841925692443
35,,Gek Poh,2027,1.348382,103.697963,26.319381399733665
36,,Tawas,2027,1.35056,103.69185,25.60201475281365
37,,Tengah Plantation,2028,1.35731,103.73342,28.17493558764518
38,,Tengah Park,2028,1.35235,103.73679,28.23027457663121
39,,Bukit Batok West,2028,1.3590306,103.7636806,27.54779471386891
40,,Toh Guan,2028,1.33984,103.7425,28.29963126414766
41,,Jurong East,2028,1.333415,103.742119,27.658888796099486
42,,Jurong Town Hall,2028,1.326,103.746,28.26415543969839
43,,Pandan Reservoir,2028,1.32,103.745,27.804100846983605
44,,Enterprise,2029,1.332678,103.708504,26.961956147450632
45,,Tukang,2029,1.32533,103.70924,26.788826442259275
46,,Jurong Hill,2029,1.31866,103.7102,25.11536541608656
47,,Jurong Pier,2029,1.31315,103.71034,23.135964912280702
48,,Nanyang Gateway,2029,1.35369,103.68661,24.043486278720472
49,,Nanyang Crescent,2029,1.34836,103.68085,23.45331351999638
50,,Peng Kang Hill,2029,1.34326,103.67849,23.73045500053052
51,,Haw Par Villa,TBA,1.28278,103.78167,28.240993864285276
52,,Changi Airport Terminal 5,TBA,1.3573722,103.9888361,
53,,Aviation Park,2030,1.36989,104.00314,
54,,Loyang,2030,1.372,103.972,21.77347910280362
55,,Pasir Ris East,2030,1.366,103.961,24.96508619877912
56,,Pasir Ris,2030,1.3724111,103.9493694,24.490581658227562
57,,Tampines North,2030,1.36919,103.93786,25.712382214770447
58,,Defu,2030,1.362243,103.898874,27.043231342912506
59,,Hougang,2030,1.371292,103.892161,26.316477056603194
60,,Serangoon North,2030,1.37067,103.8736,27.284304151271428
61,,Tavistock,2030,1.37004,103.86328,29.489929735776062
62,,Ang Mo Kio,2030,1.37,103.84556,30.115904259662393
63,,Teck Ghee,2030,1.36564,103.84362,30.20619795966724
64,,Bright Hill,2030,1.36384,103.834748,29.840364122612502
65,,Turf City,2032,1.340775,103.794332,25.57878403497435
66,,King Albert Park,2032,1.33583,103.78361,26.099228994056748
67,,Maju,2032,1.328462,103.776993,33.441794853537886
68,,Clementi,2032,1.3153028,103.7652444,32.93257233540849
69,,West Coast,2032,1.31079,103.757828,32.94459786334689
70,,Jurong Lake District,2032,1.327245,103.73908,27.908467685990473
71,,Elias,2032,1.384,103.938,23.490440971221823
72,,Riviera,2032,1.3944389,103.9167722,25.835470343533487
73,,Punggol,2032,1.40528,103.9025,26.801415591840954
