,name,latitude,longitude,avg_price
0,Admiralty Primary School,1.45403837499301,103.817436231731,23.774294905593788
1,Ahmad Ibrahim Primary School,1.43315271543517,103.832942401086,28.195924037297576
2,Ai Tong School,1.3605834338904,103.833020333986,30.047873234935988
3,Alexandra Primary School,1.29133439161334,103.824424680531,36.6383150890463
4,Anchor Green Primary School,1.39036998654612,103.887165375933,26.239236905611275
5,Anderson Primary School,1.38426429436736,103.841392081119,30.234249221595558
6,Anglo-Chinese School (Junior),1.30935041274966,103.840950265464,
7,Anglo-Chinese School (Primary),1.31837054523521,103.835609732354,
8,Angsana Primary School,1.34855287558648,103.951808105552,27.024568290550963
9,Ang Mo Kio Primary School,1.36558782075966,103.850957126982,30.38132380020433
10,Beacon Primary School,1.38394936211823,103.773632022975,24.505834361929082
11,Bedok Green Primary School,1.32344593287992,103.937878976352,30.492384444226577
12,Bendemeer Primary School,1.32181250780475,103.865404167629,33.543534586136964
13,Blangah Rise Primary School,1.27612047924037,103.808628535239,33.781627673991224
14,Boon Lay Garden Primary School,1.34317853793318,103.713280889452,28.488947100795798
15,Bukit Panjang Primary School,1.37362179302436,103.769374904025,24.98797413684177
16,Bukit Timah Primary School,1.3372995575169,103.766828720721,26.739289724293517
17,Bukit View Primary School,1.34586054788695,103.75366641455,27.005695186869833
18,Canberra Primary School,1.45125024371543,103.815858858929,24.078778122551554
19,Canossa Catholic Primary School,1.32664424544839,103.882227964852,33.74004497595138
20,Cantonment Primary School,1.27547252623201,103.839962631748,41.19279501720239
21,Casuarina Primary School,1.37246063927999,103.957020286115,22.323287530938163
22,Catholic High School (Primary),1.35438878373608,103.844210670766,29.700133200825505
23,Cedar Primary School,1.3355885014312,103.87562104944,29.006112339001078
24,Changkat Primary School,1.34023163951633,103.952080114035,26.453930600739987
25,CHIJ (Katong) Primary,1.30648535277087,103.911105620496,33.090011787732884
26,CHIJ (Kellock),1.275022722964,103.828157564896,34.69461347085473
27,CHIJ Our Lady of Good Counsel,1.35742952269615,103.864009397373,31.50187479145145
28,CHIJ Our Lady of the Nativity,1.37357409699145,103.897768958127,26.976822776793174
29,CHIJ Our Lady Queen of Peace,1.366603668561,103.767412204602,22.87632752183091
30,CHIJ Primary (Toa Payoh),1.33275264711587,103.841847263786,33.49133516058221
31,CHIJ St. Nicholas Girls' School (Primary Section),1.3739790471108462,103.83424002714132,29.993277954097884
32,Chongfu School,1.43839562897006,103.839309173817,27.324796943680433
33,Chongzheng Primary School,1.35070739237744,103.951399541868,27.254427830280907
34,Chua Chu Kang Primary School,1.37775890093367,103.741832917421,23.629302341329968
35,Clementi Primary School,1.31506321827875,103.763144493687,34.01992696297568
36,Compassvale Primary School,1.38376923022123,103.891354675017,25.779496113520604
37,Concord Primary School,1.38000806197242,103.736225440727,23.30814139442244
38,Coral Primary School,1.3679782603996944,103.95108733878556,23.821051137025655
39,Corporation Primary School,1.33820397704287,103.718089546664,26.719100719214918
40,Da Qiao Primary School,1.3719330834184311,103.85870045452788,30.790913178922743
41,Damai Primary School,1.33546106800406,103.921270169613,29.825567610751655
42,Dazhong Primary School,1.3591797447277,103.74847210784,28.70618584134387
43,De La Salle School,1.3947078296399,103.743201812831,21.709555052685644
44,East Coast Primary School,1.3293035651237786,103.92011952529232,29.86434196906408
45,East Spring Primary School,1.35268400746357,103.961676849165,25.187499887069308
46,East View Primary School,1.3468719784605487,103.93949008027488,26.77222317986132
47,Edgefield Primary School,1.40009139510996,103.907847599114,26.252297002745948
48,Elias Park Primary School,1.37451269377776,103.945128117139,23.892642115074334
49,Endeavour Primary School,1.45403837499301,103.817436231731,23.774294905593788
50,Evergreen Primary School,1.44415332824735,103.794577787757,22.886161507347314
51,Fairfield Methodist School (Primary),1.30100441916733,103.785455606827,35.47260657842753
52,Farrer Park Primary School,1.31236867681371,103.850766402965,34.81157093736884
53,Fengshan Primary School,1.32980598760785,103.931710293058,30.540055295362123
54,Fernvale Primary School,1.39030227963797,103.874445458032,29.424597979428484
55,First Toa Payoh Primary School,1.34032299499938,103.855529906182,30.747437231078816
56,Frontier Primary School,1.33641298743234,103.69970173931,26.520533781716413
57,Fuchun Primary School,1.43047990810126,103.778192944298,24.990906099212907
58,Fuhua Primary School,1.33650394789627,103.736103745748,29.187548788893523
59,Gan Eng Seng Primary School,1.28559516494962,103.815547410064,33.335391317649524
60,Geylang Methodist School (Primary),1.31759126757284,103.883845744916,32.40278051927874
61,Gongshang Primary School,1.35711606790292,103.949144797277,28.062789627330453
62,Greendale Primary School,1.39648195114256,103.91233462071,25.965862094303976
63,Greenridge Primary School,1.3858892193692,103.767794469258,24.753015804526306
64,Greenwood Primary School,1.43989958331782,103.804725587384,23.58295842165119
65,Haig Girls' School,1.31194344271383,103.902902557195,31.872749491082367
66,Holy Innocents' Primary School,1.36693830877349,103.894114899795,27.171975777555986
67,Henry Park Primary School,1.31667646178347,103.784296227747,37.63563403199724
68,Hong Wen School,1.32175999964553,103.857628468881,32.99577430703589
69,Horizon Primary School,1.399550034492,103.913404855665,26.206749613802046
70,Hougang Primary School,1.37738245231461,103.880805274557,25.645122484909834
71,Huamin Primary School,1.42697284512936,103.844240226564,26.363566614338275
72,Innova Primary School,1.42896700684852,103.790607539185,23.11130071484816
73,Jiemin Primary School,1.42768847665227,103.830425490093,28.510229411626696
74,Jing Shan Primary School,1.3722940213388664,103.85182008481269,30.63896274175705
75,Junyuan Primary School,1.34787074766746,103.939221709073,26.871217453708077
76,Jurong Primary School,1.34718456606375,103.70053420978,25.323902142713635
77,Jurong West Primary School,1.3448790560014,103.699286360581,25.286731418253986
78,Juying Primary School,1.3383597691045763,103.68820622529223,24.64818175243053
79,Keming Primary School,1.34552849960874,103.756449399351,27.583920143347687
80,Kheng Cheng School,1.3373381935639,103.847148501824,33.22515331088767
81,Kong Hwa School,1.31099674009193,103.888352029067,32.20382364203103
82,Kranji Primary School,1.39356050497104,103.747362720939,22.000326773425197
83,Kuo Chuan Presbyterian Primary School,1.34939813669536,103.855018233311,30.62453202893846
84,Lakeside Primary School,1.33820397704287,103.718089546664,26.719100719214918
85,Lianhua Primary School,1.35424191127295,103.754165828711,28.45944804653217
86,Maha Bodhi School,1.32847086658384,103.901298737314,29.93334494016417
87,Maris Stella High School (Primary Section),1.342649220974237,103.87855708296344,25.288271758962143
88,Marsiling Primary School,1.43383904037059,103.773643013846,25.4276498160488
89,Marymount Convent School,1.34036676987375,103.840021064426,34.16263537699452
90,Mayflower Primary School,1.37614621670476,103.835805246743,30.055453784618855
91,Mee Toh School,1.3946184538592,103.908589494228,25.00883924101546
92,Meridian Primary School,1.37552831658484,103.934889078518,22.63722533831857
93,Methodist Girls' School (Primary),1.34947276268396,103.884971343143,26.431622132455672
